no;lm_indo;cek;cek2;lm_eng;negative;positive;uncertainty;litigious;strong_modal;weak_modal;constraining;complexity;anger;anticipation;disgust;fear;joy;negative_alt;positive_alt;sadness;surprise;trust
918;tidak berizin ;;;unlicensed;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
919;tidak yakin ;;;unsure;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
920;tidak berjasa ;;;unmeritorious;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
921;tidak dapat dipasarkan ;;;unmarketable;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
922;tidak memuaskan ;;;unsatisfactory;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
923;tuntutan hukum ;;;lawsuits;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
924;tidak menarik ;;;unattractive;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
925;untuk itu;;;thereunto;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
926;tidak berkelanjutan ;;;unsustainable;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
927;tak tertandingi ;;;unsurpassed;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
928;tidak bermoral ;;;immoral;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
929;tidak dapat diperbarui ;;;nonrenewal;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
930;tidak menerima ;;;unreceptive;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
931;secara konstitusional ;;;constitutionally;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
932;seluruh dunia ;;;worldwide;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
933;tidak dapat dikoleksi ;;;uncollectibles;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
934;tidak menghasilkan ;;;nonproducing;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
935;tampak;;;apparent;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
936;tidak bersahabat ;;;unfriendly;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
937;dirusak;;;tampered;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
938;tidak mengizinkan ;;;disallow;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
939;menghambat;;;hamper;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
940;salah perhitungan ;;;miscalculations;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
941;noda-noda;;;taints;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
942;tidak meyakinkan ;;;inconclusive;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
943;penyewaan;;;tenantability;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
944;tidak mungkin ;;;improbable;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
945;tegang;;;tense;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
946;secara sah ;;;legally;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
947;tidak dapat diperdagangkan ;;;unmerchantable;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
948;tidak nyaman ;;;inconvenient;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
949;tidak dapat diperoleh ;;;unobtainable;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
950;perintah pengadilan ;;;injunctive;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
951;terminal;;;terminus;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0
952;tidak biasa ;;;unusual;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
953;tidak patuh ;;;noncomplying;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
954;mengundurkan diri;;;resigned;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
955;sewenang-wenang;;;arbitrated;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
956;pembuat undang-undang ;;;lawmakers;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
957;argumen ulang ;;;reargument;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
958;melawan hukum ;;;unlawfully;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
959;badan legislatif ;;;legislatures;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
960;over berbalik ;;;overturned;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
961;barang bergerak ;;;chattels;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
962;kesalahan sidang ;;;mistrial;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
963;barang milik ;;;chattel;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
964;lebih ketat ;;;stricter;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
965;beban berlebih ;;;overburdened;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
966;menafsirkan ulang ;;;reinterprets;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
967;belum matang ;;;immature;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
968;subsidi ;;;subsidy;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
969;belum selesai ;;;uncompleted;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
970;sopan ;;;courteous;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
971;belum teruji ;;;untested;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
972;terhambat ;;;hinder;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
973;berhubungan dengan ;;;coterminous;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
974;stagnan ;;;stagnant;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
975;berkas perkara ;;;docket;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
976;lebih berisiko ;;;riskier;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
977;spammer ;;;spammers;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
978;subayat ;;;subparagraph;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
979;berperforma buruk ;;;underperform;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
980;urgensi ;;;urgency;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
981;berwawasan luas ;;;insightful;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
982;mengambil risiko ;;;risked;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
983;biaya terlalu mahal ;;;overcharge;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
984;variabilitas ;;;variability;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
985;terhenti ;;;standstills;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
986;merebut kembali ;;;repossessing;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
987;cedera janji;;;defaults;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
988;paling ketat ;;;strictest;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
989;tegas ;;;unequivocal;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
990;pembebanan berlebihan ;;;overburdening;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
991;terikat;;;bound;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
992;pemegang hak gadai ;;;lienholders;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
993;dapat diandalkan ;;;dependable;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
994;penerima kemunduran;;;retrocessionaires;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
995;dapat diasumsikan ;;;assumable;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
996;ketinggalan jaman ;;;outmoded;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
997;dapat dibatalkan ;;;voidable;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
998;komp ensatorium ;;;compensatory;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
999;sesi ;;;cession;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1000;kurang perhatian ;;;inattention;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1001;dapat dibayar kembali ;;;recoupable;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1002;lebih buruk ;;;worse;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1003;dapat dibenarkan ;;;justifiable;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1004;lebih lemah ;;;weaker;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1005;terkuat ;;;strongest;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1006;tampaknya ;;;seems;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1007;dapat diganti rugi ;;;indemnifiable;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1008;unggul ;;;preeminent;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1009;dapat diklaim ;;;claim;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1010;memberi penghargaan ;;;rewarding;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1011;terlalu ;;;unduly;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1012;usaha ;;;ventures;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1013;dapat dilisensikan ;;;licensable;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1014;sublisensor ;;;sublicensor;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1015;dapat dinikmati ;;;enjoyable;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1016;tajam ;;;sharply;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1017;dapat dipertahankan ;;;defendable;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1018;menurunkan peringkat;;;downgrade;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1019;teladan ;;;exemplary;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1020;menyelam stiture ;;;divestiture;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1021;dapat diubah ;;;amendable;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1022;n pernah ;;;never;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1023;daya tarik ;;;attractiveness;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1024;paling berisiko ;;;riskiest;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1025;terlantar ;;;derelict;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1026;viatical ;;;viatical;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1027;terlemah ;;;weakest;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1028;pembayaran kembali ;;;recoupment;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1029;dengan demikian ;;;wherefore;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1030;walaupun ;;;notwithstanding;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1031;dengan indah ;;;beautifully;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1032;pembuktian edisi ;;;attested;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1033;dengan ini ;;;hereby;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1034;tergantung ;;;depend;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1035;ternyata ;;;apparently;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1036;yurisprudensi ;;;jurisprudence;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1037;dengan kekerasan ;;;violently;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1038;terhebat ;;;greatest;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1039;seret ;;;drag;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1040;ketidaksukaan disukai ;;;disfavored;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1041;di atas ;;;abovementioned;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1042;ketinggalan zaman ;;;outdated;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1043;di bawah standar ;;;substandard;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1044;traumatis ;;;traumatic;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1045;di dalamnya;;;thereto;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1046;kurang bersemangat ;;;lackluster;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1047;di suatu tempat ;;;somewhere;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1048;turbulensi ;;;turbulence;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1049;dihutankan kembali ;;;aforestated;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1050;lebih baik ;;;better;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1051;diisi ulang ;;;refiled;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1052;lebih besar ;;;greater;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1053;dijelaskan di atas ;;;aforedescribed;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1054;lebih keras ;;;harsher;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1055;dilaporkan kurang ;;;underreporting;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1056;lebih kuat ;;;stronger;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1057;terang-terangan ;;;overtly;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1058;lebih mudah ;;;easier;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1059;terpidana ;;;convict;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1060;masa kanak-kanak ;;;inchoate;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1061;terputus ;;;severed;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1062;terburuk ;;;worst;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1063;terasing ;;;alienated;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1064;melebihi nilai ;;;overvalue;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1065;fi de ;;;fide;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1066;membawa kembali ;;;carryback;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1067;file ulang ;;;refile;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1068;membedakan diri ;;;disassociates;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1069;fru strategi ;;;frustrates;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1070;sublessor ;;;sublessors;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1071;tersembunyi ;;;hidden;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1072;menahan diri ;;;refrain;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1073;terserah;;;whatsoever;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1074;menderita ers ;;;suffers;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1075;terserah ;;;whatever;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1076;usang ;;;obsolete;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1077;hak sewa ;;;leasehold;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1078;subparagraf ;;;subparagraphs;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1079;hatihati ing ;;;cautioning;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1080;vandalisme ;;;vandalism;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1081;imp mungkin ;;;impossible;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1082;menugaskan ulang;;;reassigning;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1083;inde secara terbatas ;;;indefinitely;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1084;menurunkan pangkat ;;;demoting;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1085;interposisi posisi ;;;interpositions;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1086;menurut undangundang ;;;statutorily;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1087;tertantang ;;;challenged;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1088;menyebabkan bencana ;;;catastrophically;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1089;kapitalisasi rendah ;;;undercapitalized;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1090;skandal ;;;scandals;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1091;tertekan ;;;distressed;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1092;monopoli poli ;;;monopoly;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1093;setia ;;;loyal;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1094;terdegradasi ;;;degraded;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1095;kekurangan asuransi ;;;underinsured;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1096;paling bahagia ;;;happiest;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1097;kekurangan dana ;;;underfunded;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1098;paling keras ;;;harshest;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1099;sporadis;;;sporadically;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1100;paling lambat ;;;slowest;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1101;tertinggi ;;;highest;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1102;terendah ;;;lowest;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1103;tertunda ;;;pending;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1104;pembatasan catatan ;;;curtailments;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1105;sporadis ;;;sporadic;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1106;pembebanan berlebih ;;;overburden;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1107;terungkap ;;;uncovered;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1108;pembebanan biaya ;;;chargeoffs;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1109;stabil ;;;stable;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1110;pemberian ulang ;;;retendering;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1111;sewa ;;;leases;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1112;pembuatan hukum ;;;lawmaking;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1113;kesalahan harga ;;;misprice;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1114;pemegang gadai ;;;pledgees;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1115;kesalahan merek ;;;misbranded;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1116;terganggu ;;;disturbed;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1117;terbaik ;;;best;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1118;pemilik klaim;;;claimholder;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1119;kesalahan penempatan ;;;misplaced;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1120;penanda tangan balik ;;;countersignor;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1121;terbakar ;;;burned;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1122;penerima gadai ;;;pledgee;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1123;transparansi ;;;transparency;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1124;penerima sublisensi ;;;sublicensee;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1125;stabilitas ;;;stability;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1126;kesalahan perilaku ;;;misconduct;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1127;default ulang ;;;redefault;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1128;dengan asumsi ;;;assuming;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1129;penahanan;;;incarcerate;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1130;sabotase ;;;sabotage;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1131;reprorata ;;;reprorated;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1132;preamandemen ;;;preamendment;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1133;penghormatan ;;;deference;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1134;predator ;;;predatory;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1135;penembusan ;;;break;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1136;pengutusan ;;;severable;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1137;perundang-undangan;;;legislatively;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1138;predeceased ;;;predeceased;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1139;penasihat;;;bailees;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
1140;pencucian ;;;laundering;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1141;pengadil ;;;adjudicator;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1142;prediktabilitas ;;;predictability;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1143;pemeras ;;;racketeer;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1144;prediktif ;;;predictive;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1145;personam ;;;personam;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1146;perbuatan ;;;perpetration;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1147;pengurungan ;;;confinement;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1148;pengurungan;;;confinements;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1149;rumor ;;;rumors;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1150;premier ;;;premier;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1151;peralatan ;;;appurtenance;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1152;premiere ;;;premiere;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1153;segera ;;;forthwith;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1154;prepetition ;;;prepetition;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1155;selalu ;;;always;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1156;preset ;;;preset;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1157;penahan ;;;detainer;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1158;perceraian;;;divorce;1;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;1;1
1159;reheard ;;;reheard;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1160;presisi ;;;precipitously;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1161;reinterpreted ;;;reinterpreted;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1162;pressing ;;;pressing;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1163;remised ;;;remised;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1164;penuntutan ;;;prosecutions;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1165;repatriasi ;;;repatriation;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1166;prestise ;;;prestige;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1167;pertahanan ;;;defend;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1168;prihatin ;;;concerned;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1169;penjara ;;;imprisonment;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1170;prima ;;;prima;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1171;penyimpangan ;;;misfeasance;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1172;privasi ;;;privity;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1173;rusak ;;;broken;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1174;pengakuisisi ;;;acquirors;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1175;pemimpin ;;;leading;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1176;probabilistik ;;;probabilistic;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1177;penghinaan ;;;contempt;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1178;peringatkan ;;;warn;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1179;sebanyak ;;;inasmuch;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1180;profitabilitas ;;;profitability;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
